Freq.	V(vin)/I(R5)
2.76732388367574e+005	(7.31318747425573e+001dB,1.42072788135828e+002°)
2.83178313753654e+005	(7.30674374028942e+001dB,1.41169140213682e+002°)
2.89774384029995e+005	(7.29990205001468e+001dB,1.40254330206594e+002°)
2.96524096520366e+005	(7.29264989153170e+001dB,1.39329316146243e+002°)
3.03431030011673e+005	(7.28497562283689e+001dB,1.38395132242906e+002°)
3.10498846651476e+005	(7.27686860058274e+001dB,1.37452884806827e+002°)
3.17731293889712e+005	(7.26831930394896e+001dB,1.36503747058844e+002°)
3.25132206465639e+005	(7.25931945108320e+001dB,1.35548952854465e+002°)
3.32705508441067e+005	(7.24986210558268e+001dB,1.34589789374464e+002°)
3.40455215280949e+005	(7.23994177058606e+001dB,1.33627588864200e+002°)
3.48385435982431e+005	(7.22955446823018e+001dB,1.32663719532189e+002°)
3.56500375253497e+005	(7.21869780249653e+001dB,1.31699575744541e+002°)
3.64804335742363e+005	(7.20737100382037e+001dB,1.30736567674667e+002°)
3.73301720318795e+005	(7.19557495425091e+001dB,1.29776110585831e+002°)
3.81997034408573e+005	(7.18331219241687e+001dB,1.28819613936974e+002°)
3.90894888382323e+005	(7.17058689805125e+001dB,1.27868470508846e+002°)
3.99999999999998e+005	(7.15740485633992e+001dB,1.26924045747738e+002°)
4.09317196912300e+005	(7.14377340286035e+001dB,1.25987667517752e+002°)
4.18851419220358e+005	(7.12970135034777e+001dB,1.25060616440105e+002°)
4.28607722095041e+005	(7.11519889894781e+001dB,1.24144116979853e+002°)
4.38591278457272e+005	(7.10027753197040e+001dB,1.23239329417788e+002°)
4.48807381720784e+005	(7.08494989943831e+001dB,1.22347342818933e+002°)
4.59261448598751e+005	(7.06922969191697e+001dB,1.21469169080526e+002°)
4.69959021975810e+005	(7.05313150721710e+001dB,1.20605738112725e+002°)
4.80905773846963e+005	(7.03667071258052e+001dB,1.19757894175841e+002°)
4.92107508324951e+005	(7.01986330489724e+001dB,1.18926393369780e+002°)
5.03570164717665e+005	(7.00272577136802e+001dB,1.18111902245553e+002°)
5.15299820677251e+005	(6.98527495283309e+001dB,1.17314997485962e+002°)
5.27302695422561e+005	(6.96752791174613e+001dB,1.16536166583409e+002°)
5.39585153036659e+005	(6.94950180649927e+001dB,1.15775809427546e+002°)
5.52153705841152e+005	(6.93121377351092e+001dB,1.15034240704314e+002°)
5.65015017849099e+005	(6.91268081818778e+001dB,1.14311693000636e+002°)
5.78175908298369e+005	(6.89391971557686e+001dB,1.13608320505504e+002°)
5.91643355267280e+005	(6.87494692124078e+001dB,1.12924203197952e+002°)
6.05424499374481e+005	(6.85577849262940e+001dB,1.12259351415083e+002°)
6.19526647564990e+005	(6.83643002098693e+001dB,1.11613710698344e+002°)
6.33957276984443e+005	(6.81691657363027e+001dB,1.10987166823149e+002°)
6.48724038943569e+005	(6.79725264626304e+001dB,1.10379550925218e+002°)
6.63834762975021e+005	(6.77745212485084e+001dB,1.09790644646187e+002°)
6.79297460984695e+005	(6.75752825647555e+001dB,1.09220185230681e+002°)
6.95120331499747e+005	(6.73749362850797e+001dB,1.08667870516827e+002°)
7.11311764015566e+005	(6.71736015538682e+001dB,1.08133363771776e+002°)
7.27880343443990e+005	(6.69713907226334e+001dB,1.07616298332983e+002°)
7.44834854665144e+005	(6.67684093476351e+001dB,1.07116282024566e+002°)
7.62184287185295e+005	(6.65647562412830e+001dB,1.06632901325942e+002°)
7.79937839903214e+005	(6.63605235701568e+001dB,1.06165725276992e+002°)
7.98104925987548e+005	(6.61557969928097e+001dB,1.05714309110231e+002°)
8.16695177867808e+005	(6.59506558309375e+001dB,1.05278197605869e+002°)
8.35718452341612e+005	(6.57451732679594e+001dB,1.04856928170198e+002°)
8.55184835800889e+005	(6.55394165695582e+001dB,1.04450033641561e+002°)
8.75104649579817e+005	(6.53334473212450e+001dB,1.04057044831231e+002°)
8.95488455427331e+005	(6.51273216785251e+001dB,1.03677492808941e+002°)
9.16347061107105e+005	(6.49210906257534e+001dB,1.03310910944660e+002°)
9.37691526127964e+005	(6.47148002402483e+001dB,1.02956836719512e+002°)
9.59533167607791e+005	(6.45084919586955e+001dB,1.02614813319623e+002°)
9.81883566274007e+005	(6.43022028432994e+001dB,1.02284391027154e+002°)
1.00475457260383e+006	(6.40959658455344e+001dB,1.01965128422968e+002°)
1.02815831310754e+006	(6.38898100657060e+001dB,1.01656593415272e+002°)
1.05210719675815e+006	(6.36837610068538e+001dB,1.01358364108292e+002°)
1.07661392157076e+006	(6.34778408218163e+001dB,1.01070029524583e+002°)
1.10169148133526e+006	(6.32720685525270e+001dB,1.00791190193961e+002°)
1.12735317250578e+006	(6.30664603608361e+001dB,1.00521458621426e+002°)
1.15361260125064e+006	(6.28610297503367e+001dB,1.00260459645676e+002°)
1.18048369066655e+006	(6.26557877788401e+001dB,1.00007830699084e+002°)
1.20798068816080e+006	(6.24507432612794e+001dB,9.97632219792293e+001°)
1.23611817300543e+006	(6.22459029629361e+001dB,9.95262965413261e+001°)
1.26491106406735e+006	(6.20412717829747e+001dB,9.92967303201438e+001°)
1.29437462771851e+006	(6.18368529283514e+001dB,9.90742120893130e+001°)
1.32452448593036e+006	(6.16326480782168e+001dB,9.88584433652362e+001°)
1.35537662455680e+006	(6.14286575389865e+001dB,9.86491382621954e+001°)
1.38694740181012e+006	(6.12248803902837e+001dB,9.84460233046661e+001°)
1.41925355693429e+006	(6.10213146219893e+001dB,9.82488372023115e+001°)
1.45231221908040e+006	(6.08179572626530e+001dB,9.80573305926413e+001°)
1.48614091638868e+006	(6.06148044995306e+001dB,9.78712657558759e+001°)
1.52075758528224e+006	(6.04118517905251e+001dB,9.76904163061563e+001°)
1.55618057997711e+006	(6.02090939683114e+001dB,9.75145668628761e+001°)
1.59242868221398e+006	(6.00065253369282e+001dB,9.73435127055928e+001°)
1.62952111121644e+006	(5.98041397611234e+001dB,9.71770594156768e+001°)
1.66747753388133e+006	(5.96019307487340e+001dB,9.70150225076017e+001°)
1.70631807520636e+006	(5.93998915263867e+001dB,9.68572270525354e+001°)
1.74606332896065e+006	(5.91980151087995e+001dB,9.67035072966803e+001°)
1.78673436860384e+006	(5.89962943619632e+001dB,9.65537062766118e+001°)
1.82835275845949e+006	(5.87947220604840e+001dB,9.64076754336820e+001°)
1.87094056514878e+006	(5.85932909393611e+001dB,9.62652742293856e+001°)
1.91452036929054e+006	(5.83919937404760e+001dB,9.61263697634256e+001°)
1.95911527747377e+006	(5.81908232540679e+001dB,9.59908363960630e+001°)
2.00474893450908e+006	(5.79897723554645e+001dB,9.58585553761900e+001°)
2.05144553596545e+006	(5.77888340373424e+001dB,9.57294144764246e+001°)
2.09922984099908e+006	(5.75880014377813e+001dB,9.56033076363891e+001°)
2.14812718548100e+006	(5.73872678643796e+001dB,9.54801346152016e+001°)
2.19816349543049e+006	(5.71866268146931e+001dB,9.53598006540793e+001°)
2.24936530076138e+006	(5.69860719932547e+001dB,9.52422161498302e+001°)
2.30175974934861e+006	(5.67855973254300e+001dB,9.51272963398833e+001°)
2.35537462142234e+006	(5.65851969683565e+001dB,9.50149609993931e+001°)
2.41023834429742e+006	(5.63848653192087e+001dB,9.49051341508383e+001°)
2.46638000744591e+006	(5.61845970210259e+001dB,9.47977437864275e+001°)
2.52382937792076e+006	(5.59843869663299e+001dB,9.46927216035207e+001°)
2.58261691613861e+006	(5.57842302987520e+001dB,9.45900027531795e+001°)
2.64277379203037e+006	(5.55841224128799e+001dB,9.44895256018655e+001°)
2.70433190156791e+006	(5.53840589525260e+001dB,9.43912315062277e+001°)
2.76732388367573e+006	(5.51840358076071e+001dB,9.42950646008359e+001°)
2.83178313753653e+006	(5.49840491098156e+001dB,9.42009715986555e+001°)
2.89774384029994e+006	(5.47840952272513e+001dB,9.41089016039913e+001°)
2.96524096520365e+006	(5.45841707581729e+001dB,9.40188059375760e+001°)
3.03431030011672e+006	(5.43842725240137e+001dB,9.39306379734336e+001°)
3.10498846651475e+006	(5.41843975618000e+001dB,9.38443529871056e+001°)
3.17731293889711e+006	(5.39845431160942e+001dB,9.37599080147980e+001°)
3.25132206465638e+006	(5.37847066305777e+001dB,9.36772617229794e+001°)
3.32705508441066e+006	(5.35848857393760e+001dB,9.35963742879432e+001°)
3.40455215280948e+006	(5.33850782582180e+001dB,9.35172072848316e+001°)
3.48385435982430e+006	(5.31852821755134e+001dB,9.34397235856132e+001°)
3.56500375253496e+006	(5.29854956434204e+001dB,9.33638872655019e+001°)
3.64804335742361e+006	(5.27857169689679e+001dB,9.32896635173057e+001°)
3.73301720318794e+006	(5.25859446052892e+001dB,9.32170185732032e+001°)
3.81997034408572e+006	(5.23861771430133e+001dB,9.31459196334502e+001°)
3.90894888382322e+006	(5.21864133018560e+001dB,9.30763348015341e+001°)
4.00000000000000e+006	(5.19866519224437e+001dB,9.30082330253074e+001°)
