Freq.	V(vin)/I(R5)
1.31513399594769e+003	(7.39826230702726e+001dB,-1.79243078154937e+002°)
1.34576740196346e+003	(7.39827335431099e+001dB,-1.79225462926436e+002°)
1.37711435166908e+003	(7.39828491894515e+001dB,-1.79207438514453e+002°)
1.40919146563223e+003	(7.39829702685026e+001dB,-1.79188995467025e+002°)
1.44201575156330e+003	(7.39830970840576e+001dB,-1.79170124114510e+002°)
1.47560461333319e+003	(7.39832298396379e+001dB,-1.79150814578840e+002°)
1.50997586020101e+003	(7.39833688794761e+001dB,-1.79131056746056e+002°)
1.54514771625679e+003	(7.39835144471746e+001dB,-1.79110840284882e+002°)
1.58113883008419e+003	(7.39836668784451e+001dB,-1.79090154623099e+002°)
1.61796828464814e+003	(7.39838264562114e+001dB,-1.79068988957326e+002°)
1.65565560741295e+003	(7.39839935551041e+001dB,-1.79047332233097e+002°)
1.69422078069601e+003	(7.39841685447781e+001dB,-1.79025173149793e+002°)
1.73368425226266e+003	(7.39843517414500e+001dB,-1.79002500161423e+002°)
1.77406694616787e+003	(7.39845435523695e+001dB,-1.78979301455467e+002°)
1.81539027385050e+003	(7.39847443791045e+001dB,-1.78955564958374e+002°)
1.85767614548586e+003	(7.39849547137613e+001dB,-1.78931278318807e+002°)
1.90094698160280e+003	(7.39851748975263e+001dB,-1.78906428931746e+002°)
1.94522572497140e+003	(7.39854054098169e+001dB,-1.78881003898339e+002°)
1.99053585276748e+003	(7.39856468197614e+001dB,-1.78854990025218e+002°)
2.03690138902056e+003	(7.39858995446926e+001dB,-1.78828373850578e+002°)
2.08434691735167e+003	(7.39861641392772e+001dB,-1.78801141601458e+002°)
2.13289759400796e+003	(7.39864411987118e+001dB,-1.78773279200126e+002°)
2.18257916120083e+003	(7.39867313101394e+001dB,-1.78744772265266e+002°)
2.23341796075481e+003	(7.39870350522923e+001dB,-1.78715606106977e+002°)
2.28544094807437e+003	(7.39873530433673e+001dB,-1.78685765714520e+002°)
2.33867570643599e+003	(7.39876859888935e+001dB,-1.78655235743109e+002°)
2.39315046161319e+003	(7.39880345365908e+001dB,-1.78624000530239e+002°)
2.44889409684223e+003	(7.39883995172033e+001dB,-1.78592044052615e+002°)
2.50593616813636e+003	(7.39887816545726e+001dB,-1.78559349965819e+002°)
2.56430691995682e+003	(7.39891817099355e+001dB,-1.78525901576838e+002°)
2.62403730124886e+003	(7.39896005297177e+001dB,-1.78491681830178e+002°)
2.68515898185126e+003	(7.39900390450617e+001dB,-1.78456673301475e+002°)
2.74770436928812e+003	(7.39904981265585e+001dB,-1.78420858217473e+002°)
2.81170662595174e+003	(7.39909787767606e+001dB,-1.78384218416870e+002°)
2.87719968668578e+003	(7.39914819848747e+001dB,-1.78346735370764e+002°)
2.94421827677794e+003	(7.39920087744641e+001dB,-1.78308390169355e+002°)
3.01279793037178e+003	(7.39925602994094e+001dB,-1.78269163497993e+002°)
3.08297500930740e+003	(7.39931376502582e+001dB,-1.78229035669831e+002°)
3.15478672240096e+003	(7.39937420949491e+001dB,-1.78187986573402e+002°)
3.22827114517327e+003	(7.39943748851154e+001dB,-1.78145995706393e+002°)
3.30346724003797e+003	(7.39950373036970e+001dB,-1.78103042162505e+002°)
3.38041487695990e+003	(7.39957308091032e+001dB,-1.78059104595693e+002°)
3.45915485459468e+003	(7.39964567448652e+001dB,-1.78014161279687e+002°)
3.53972892192068e+003	(7.39972166768749e+001dB,-1.77968190030015e+002°)
3.62217980037494e+003	(7.39980121995539e+001dB,-1.77921168242953e+002°)
3.70655120650458e+003	(7.39988449350995e+001dB,-1.77873072893755e+002°)
3.79288787514591e+003	(7.39997166292985e+001dB,-1.77823880511260e+002°)
3.88123558314345e+003	(7.40006290541710e+001dB,-1.77773567199316e+002°)
3.97164117362140e+003	(7.40015842003637e+001dB,-1.77722108586108e+002°)
4.06415258082049e+003	(7.40025838899525e+001dB,-1.77669479922812e+002°)
4.15881885551335e+003	(7.40036303552309e+001dB,-1.77615655931740e+002°)
4.25569019101187e+003	(7.40047256099348e+001dB,-1.77560610973048e+002°)
4.35481794978039e+003	(7.40058720280779e+001dB,-1.77504318888857e+002°)
4.45625469066872e+003	(7.40070718599955e+001dB,-1.77446753138478e+002°)
4.56005419677954e+003	(7.40083276663246e+001dB,-1.77387886677463e+002°)
4.66627150398494e+003	(7.40096420272531e+001dB,-1.77327692043232e+002°)
4.77496293010717e+003	(7.40110175416159e+001dB,-1.77266141362413e+002°)
4.88618610477904e+003	(7.40124571160413e+001dB,-1.77203206266145e+002°)
4.99999999999999e+003	(7.40139636741213e+001dB,-1.77138857985210e+002°)
5.11646496140376e+003	(7.40155402522236e+001dB,-1.77073067328919e+002°)
5.23564274025449e+003	(7.40171900953856e+001dB,-1.77005804661247e+002°)
5.35759652618802e+003	(7.40189165114687e+001dB,-1.76937039959355e+002°)
5.48239098071591e+003	(7.40207230638389e+001dB,-1.76866742758480e+002°)
5.61009227150980e+003	(7.40226133771968e+001dB,-1.76794882232161e+002°)
5.74076810748440e+003	(7.40245912336098e+001dB,-1.76721427174332e+002°)
5.87448777469763e+003	(7.40266607170734e+001dB,-1.76646345960002e+002°)
6.01132217308705e+003	(7.40288258742333e+001dB,-1.76569606691788e+002°)
6.15134385406189e+003	(7.40310911010278e+001dB,-1.76491177073262e+002°)
6.29462705897082e+003	(7.40334609003284e+001dB,-1.76411024524199e+002°)
6.44124775846565e+003	(7.40359400268647e+001dB,-1.76329116147886e+002°)
6.59128369278202e+003	(7.40385333902155e+001dB,-1.76245418797855e+002°)
6.74481441295825e+003	(7.40412461031601e+001dB,-1.76159899088886e+002°)
6.90192132301441e+003	(7.40440835786897e+001dB,-1.76072523386427e+002°)
7.06268772311375e+003	(7.40470513849386e+001dB,-1.75983257905605e+002°)
7.22719885372962e+003	(7.40501552940355e+001dB,-1.75892068730913e+002°)
7.39554194084102e+003	(7.40534014282113e+001dB,-1.75798921789714e+002°)
7.56780624218102e+003	(7.40567960667767e+001dB,-1.75703782988328e+002°)
7.74408309456238e+003	(7.40603457927140e+001dB,-1.75606618192968e+002°)
7.92446596230554e+003	(7.40640574456233e+001dB,-1.75507393305813e+002°)
8.10905048679463e+003	(7.40679382205527e+001dB,-1.75406074271704e+002°)
8.29793453718778e+003	(7.40719954759310e+001dB,-1.75302627240490e+002°)
8.49121826230870e+003	(7.40762369301814e+001dB,-1.75197018533044e+002°)
8.68900414374685e+003	(7.40806706647096e+001dB,-1.75089214708307e+002°)
8.89139705019459e+003	(7.40853049814917e+001dB,-1.74979182719933e+002°)
9.09850429304989e+003	(7.40901485526613e+001dB,-1.74866889916889e+002°)
9.31043568331431e+003	(7.40952104249806e+001dB,-1.74752304126773e+002°)
9.52730358981621e+003	(7.41004999762226e+001dB,-1.74635393774968e+002°)
9.74922299879020e+003	(7.41060268233672e+001dB,-1.74516128044648e+002°)
9.97631157484437e+003	(7.41118011697149e+001dB,-1.74394476767579e+002°)
1.02086897233476e+004	(7.41178333737460e+001dB,-1.74270410807832e+002°)
1.04464806542702e+004	(7.41241343466339e+001dB,-1.74143901929555e+002°)
1.06898104475111e+004	(7.41307153174219e+001dB,-1.74014923075051e+002°)
1.09388081197477e+004	(7.41375878913223e+001dB,-1.73883448464482e+002°)
1.11936056928417e+004	(7.41447641580022e+001dB,-1.73749453662552e+002°)
1.14543382638388e+004	(7.41522565568731e+001dB,-1.73612915822752e+002°)
1.17211440765996e+004	(7.41600780364607e+001dB,-1.73473813730952e+002°)
1.19941645950974e+004	(7.41682418239895e+001dB,-1.73332128142662e+002°)
1.22735445784251e+004	(7.41767617340241e+001dB,-1.73187841727039e+002°)
1.25594321575479e+004	(7.41856519405356e+001dB,-1.73040939420500e+002°)
1.28519789138443e+004	(7.41949271417588e+001dB,-1.72891408488976e+002°)
1.31513399594769e+004	(7.42046023836042e+001dB,-1.72739238868394e+002°)
1.34576740196345e+004	(7.42146931784911e+001dB,-1.72584423278618e+002°)
1.37711435166908e+004	(7.42252155771124e+001dB,-1.72426957374042e+002°)
1.40919146563222e+004	(7.42361859961329e+001dB,-1.72266840112319e+002°)
1.44201575156330e+004	(7.42476213421681e+001dB,-1.72104073878599e+002°)
1.47560461333319e+004	(7.42595388422958e+001dB,-1.71938664876598e+002°)
1.50997586020100e+004	(7.42719563688292e+001dB,-1.71770623074050e+002°)
1.54514771625679e+004	(7.42848920267088e+001dB,-1.71599962833172e+002°)
1.58113883008418e+004	(7.42983643830447e+001dB,-1.71426702956358e+002°)
1.61796828464814e+004	(7.43123925017769e+001dB,-1.71250866905427e+002°)
1.65565560741295e+004	(7.43269957324428e+001dB,-1.71072483273168e+002°)
1.69422078069601e+004	(7.43421937969346e+001dB,-1.70891585967101e+002°)
1.73368425226265e+004	(7.43580067790547e+001dB,-1.70708214486540e+002°)
1.77406694616787e+004	(7.43744550657299e+001dB,-1.70522414251753e+002°)
1.81539027385050e+004	(7.43915593389772e+001dB,-1.70334236879490e+002°)
1.85767614548586e+004	(7.44093405690330e+001dB,-1.70143740451871e+002°)
1.90094698160280e+004	(7.44278199585023e+001dB,-1.69950989834712e+002°)
1.94522572497139e+004	(7.44470187366409e+001dB,-1.69756057170942e+002°)
1.99053585276748e+004	(7.44669584537579e+001dB,-1.69559021781100e+002°)
2.03690138902055e+004	(7.44876606759475e+001dB,-1.69359970749025e+002°)
2.08434691735167e+004	(7.45091470290270e+001dB,-1.69158999089792e+002°)
2.13289759400795e+004	(7.45314390408169e+001dB,-1.68956210148181e+002°)
2.18257916120082e+004	(7.45545582839848e+001dB,-1.68751715599492e+002°)
2.23341796075481e+004	(7.45785260636551e+001dB,-1.68545636007978e+002°)
2.28544094807436e+004	(7.46033636068586e+001dB,-1.68338100714638e+002°)
2.33867570643598e+004	(7.46290916419116e+001dB,-1.68129248505326e+002°)
2.39315046161318e+004	(7.46557307338762e+001dB,-1.67919227233463e+002°)
2.44889409684222e+004	(7.46833008548374e+001dB,-1.67708194446605e+002°)
2.50593616813635e+004	(7.47118215586110e+001dB,-1.67496317145078e+002°)
2.56430691995681e+004	(7.47413116398255e+001dB,-1.67283772228384e+002°)
2.62403730124885e+004	(7.47717891427495e+001dB,-1.67070746407572e+002°)
2.68515898185125e+004	(7.48032714673185e+001dB,-1.66857435906059e+002°)
2.74770436928811e+004	(7.48357748489750e+001dB,-1.66644047060436e+002°)
2.81170662595173e+004	(7.48693146529565e+001dB,-1.66430795638022e+002°)
2.87719968668577e+004	(7.49039049885351e+001dB,-1.66217907138526e+002°)
2.94421827677793e+004	(7.49395587255172e+001dB,-1.66005616421335e+002°)
3.01279793037177e+004	(7.49762873968578e+001dB,-1.65794167445069e+002°)
3.08297500930740e+004	(7.50141009317895e+001dB,-1.65583813232601e+002°)
3.15478672240095e+004	(7.50530078483395e+001dB,-1.65374815008326e+002°)
3.22827114517326e+004	(7.50930147506108e+001dB,-1.65167442441492e+002°)
3.30346724003796e+004	(7.51341264956764e+001dB,-1.64961972701179e+002°)
3.38041487695989e+004	(7.51763460862795e+001dB,-1.64758689900650e+002°)
3.45915485459467e+004	(7.52196743358350e+001dB,-1.64557884896769e+002°)
3.53972892192067e+004	(7.52641100528966e+001dB,-1.64359854106168e+002°)
3.62217980037493e+004	(7.53096496251157e+001dB,-1.64164899347040e+002°)
3.70655120650457e+004	(7.53562873428005e+001dB,-1.63973326273488e+002°)
3.79288787514590e+004	(7.54040148490305e+001dB,-1.63785444377443e+002°)
3.88123558314344e+004	(7.54528214432260e+001dB,-1.63601565355598e+002°)
3.97164117362139e+004	(7.55026938350320e+001dB,-1.63422002464236e+002°)
4.06415258082048e+004	(7.55536161616201e+001dB,-1.63247069342948e+002°)
4.15881885551333e+004	(7.56055697224189e+001dB,-1.63077079369563e+002°)
4.25569019101186e+004	(7.56585333172078e+001dB,-1.62912343800354e+002°)
4.35481794978038e+004	(7.57124829183228e+001dB,-1.62753171216129e+002°)
4.45625469066870e+004	(7.57673918974250e+001dB,-1.62599865856538e+002°)
4.56005419677952e+004	(7.58232307497370e+001dB,-1.62452726980858e+002°)
4.66627150398493e+004	(7.58799673268967e+001dB,-1.62312047205082e+002°)
4.77496293010715e+004	(7.59375668530581e+001dB,-1.62178111299020e+002°)
4.88618610477903e+004	(7.59959918909471e+001dB,-1.62051195126135e+002°)
4.99999999999997e+004	(7.60552024321181e+001dB,-1.61931564366944e+002°)
5.11646496140374e+004	(7.61151560598722e+001dB,-1.61819473134244e+002°)
5.23564274025447e+004	(7.61758078360483e+001dB,-1.61715163244384e+002°)
5.35759652618800e+004	(7.62371106721094e+001dB,-1.61618862513253e+002°)
5.48239098071590e+004	(7.62990153120299e+001dB,-1.61530783965941e+002°)
5.61009227150979e+004	(7.63614704513814e+001dB,-1.61451124841576e+002°)
5.74076810748438e+004	(7.64244228787438e+001dB,-1.61380065642548e+002°)
5.87448777469762e+004	(7.64878177631020e+001dB,-1.61317768957742e+002°)
6.01132217308703e+004	(7.65515987264263e+001dB,-1.61264378865923e+002°)
6.15134385406187e+004	(7.66157078764376e+001dB,-1.61220020543478e+002°)
6.29462705897080e+004	(7.66800864824099e+001dB,-1.61184798544681e+002°)
6.44124775846563e+004	(7.67446745696698e+001dB,-1.61158797619967e+002°)
6.59128369278200e+004	(7.68094115253260e+001dB,-1.61142081387813e+002°)
6.74481441295823e+004	(7.68742363022378e+001dB,-1.61134692023915e+002°)
6.90192132301439e+004	(7.69390873272829e+001dB,-1.61136650737533e+002°)
7.06268772311373e+004	(7.70039031309549e+001dB,-1.61147956739652e+002°)
7.22719885372960e+004	(7.70686221719996e+001dB,-1.61168588139636e+002°)
7.39554194084100e+004	(7.71331834526916e+001dB,-1.61198501172092e+002°)
7.56780624218100e+004	(7.71975264444307e+001dB,-1.61237631084487e+002°)
7.74408309456236e+004	(7.72615912837164e+001dB,-1.61285892514745e+002°)
7.92446596230552e+004	(7.73253192511136e+001dB,-1.61343179331392e+002°)
8.10905048679460e+004	(7.73886526666147e+001dB,-1.61409365868669e+002°)
8.29793453718776e+004	(7.74515353265737e+001dB,-1.61484307030791e+002°)
8.49121826230867e+004	(7.75139124788717e+001dB,-1.61567839496740e+002°)
8.68900414374683e+004	(7.75757312091340e+001dB,-1.61659782076391e+002°)
8.89139705019456e+004	(7.76369403512760e+001dB,-1.61759937169372e+002°)
9.09850429304986e+004	(7.76974909492414e+001dB,-1.61868091058641e+002°)
9.31043568331428e+004	(7.77573359519893e+001dB,-1.61984015909343e+002°)
9.52730358981618e+004	(7.78164308119086e+001dB,-1.62107469829611e+002°)
9.74922299879017e+004	(7.78747333078094e+001dB,-1.62238198628875e+002°)
9.97631157484434e+004	(7.79322037813068e+001dB,-1.62375936688543e+002°)
1.02086897233476e+005	(7.79888049318917e+001dB,-1.62520408760513e+002°)
1.04464806542701e+005	(7.80445023230148e+001dB,-1.62671330258064e+002°)
1.06898104475111e+005	(7.80992639325075e+001dB,-1.62828409523737e+002°)
1.09388081197477e+005	(7.81530607110945e+001dB,-1.62991347974995e+002°)
1.11936056928416e+005	(7.82058661726959e+001dB,-1.63159842210234e+002°)
1.14543382638388e+005	(7.82576565555595e+001dB,-1.63333584890204e+002°)
1.17211440765995e+005	(7.83084108979499e+001dB,-1.63512265755713e+002°)
1.19941645950974e+005	(7.83581107178035e+001dB,-1.63695573365475e+002°)
1.22735445784251e+005	(7.84067404351052e+001dB,-1.63883195316536e+002°)
1.25594321575478e+005	(7.84542870199019e+001dB,-1.64074819921537e+002°)
1.28519789138442e+005	(7.85007397681185e+001dB,-1.64270137537630e+002°)
1.31513399594768e+005	(7.85460907627848e+001dB,-1.64468840543091e+002°)
1.34576740196345e+005	(7.85903342328109e+001dB,-1.64670625312912e+002°)
1.37711435166907e+005	(7.86334669896774e+001dB,-1.64875192114468e+002°)
1.40919146563222e+005	(7.86754876689345e+001dB,-1.65082247107934e+002°)
1.44201575156329e+005	(7.87163975442518e+001dB,-1.65291501447160e+002°)
1.47560461333318e+005	(7.87561994187939e+001dB,-1.65502673726978e+002°)
1.50997586020100e+005	(7.87948983421067e+001dB,-1.65715489135776e+002°)
1.54514771625678e+005	(7.88325010354835e+001dB,-1.65929680801096e+002°)
1.58113883008418e+005	(7.88690159502064e+001dB,-1.66144989964105e+002°)
1.61796828464813e+005	(7.89044531574767e+001dB,-1.66361166384130e+002°)
1.65565560741294e+005	(7.89388240647402e+001dB,-1.66577968953786e+002°)
1.69422078069600e+005	(7.89721415374607e+001dB,-1.66795165599574e+002°)
1.73368425226265e+005	(7.90044197706022e+001dB,-1.67012533543820e+002°)
1.77406694616786e+005	(7.90356739020784e+001dB,-1.67229859896666e+002°)
1.81539027385049e+005	(7.90659202065046e+001dB,-1.67446941302678e+002°)
1.85767614548585e+005	(7.90951757844609e+001dB,-1.67663584317192e+002°)
1.90094698160279e+005	(7.91234587553758e+001dB,-1.67879604995085e+002°)
1.94522572497139e+005	(7.91507876001025e+001dB,-1.68094829669990e+002°)
1.99053585276747e+005	(7.91771817775032e+001dB,-1.68309093873364e+002°)
2.03690138902055e+005	(7.92026609775265e+001dB,-1.68522243159103e+002°)
2.08434691735166e+005	(7.92272456572071e+001dB,-1.68734132114295e+002°)
2.13289759400795e+005	(7.92509562013753e+001dB,-1.68944625213585e+002°)
2.18257916120081e+005	(7.92738135492336e+001dB,-1.69153595685946e+002°)
2.23341796075480e+005	(7.92958388751693e+001dB,-1.69360925641874e+002°)
2.28544094807436e+005	(7.93170532658630e+001dB,-1.69566506153516e+002°)
2.33867570643597e+005	(7.93374780099510e+001dB,-1.69770236556771e+002°)
2.39315046161317e+005	(7.93571343670072e+001dB,-1.69972024403311e+002°)
2.44889409684221e+005	(7.93760435123465e+001dB,-1.70171785180037e+002°)
2.50593616813634e+005	(7.93942265727579e+001dB,-1.70369441922322e+002°)
2.56430691995680e+005	(7.94117044881456e+001dB,-1.70564925027723e+002°)
2.62403730124884e+005	(7.94284979632100e+001dB,-1.70758171959521e+002°)
2.68515898185124e+005	(7.94446274215269e+001dB,-1.70949126948060e+002°)
2.74770436928810e+005	(7.94601131411064e+001dB,-1.71137740507046e+002°)
2.81170662595172e+005	(7.94749750357750e+001dB,-1.71323969332739e+002°)
2.87719968668576e+005	(7.94892326162682e+001dB,-1.71507776006120e+002°)
2.94421827677792e+005	(7.95029051338871e+001dB,-1.71689128523878e+002°)
3.01279793037176e+005	(7.95160114576972e+001dB,-1.71868000108859e+002°)
3.08297500930739e+005	(7.95285698622781e+001dB,-1.72044369097399e+002°)
3.15478672240094e+005	(7.95405983593227e+001dB,-1.72218218320797e+002°)
3.22827114517325e+005	(7.95521145813113e+001dB,-1.72389534932963e+002°)
3.30346724003795e+005	(7.95631356660263e+001dB,-1.72558310233378e+002°)
3.38041487695988e+005	(7.95736782330521e+001dB,-1.72724539409440e+002°)
3.45915485459465e+005	(7.95837584532819e+001dB,-1.72888221210312e+002°)
3.53972892192066e+005	(7.95933920295917e+001dB,-1.73049357710783e+002°)
3.62217980037492e+005	(7.96025943620121e+001dB,-1.73207953938227e+002°)
3.70655120650456e+005	(7.96113801662683e+001dB,-1.73364017947201e+002°)
3.79288787514589e+005	(7.96197637327483e+001dB,-1.73517560382125e+002°)
3.88123558314343e+005	(7.96277590053195e+001dB,-1.73668594209755e+002°)
3.97164117362137e+005	(7.96353793861737e+001dB,-1.73817134664756e+002°)
4.06415258082046e+005	(7.96426377245551e+001dB,-1.73963199055590e+002°)
4.15881885551332e+005	(7.96495465829985e+001dB,-1.74106806389415e+002°)
4.25569019101185e+005	(7.96561179529533e+001dB,-1.74247977397935e+002°)
4.35481794978037e+005	(7.96623635234720e+001dB,-1.74386734184563e+002°)
4.45625469066869e+005	(7.96682943055753e+001dB,-1.74523100313006e+002°)
4.56005419677951e+005	(7.96739211801350e+001dB,-1.74657100297973e+002°)
4.66627150398491e+005	(7.96792543387504e+001dB,-1.74788759820381e+002°)
4.77496293010714e+005	(7.96843037413581e+001dB,-1.74918105301463e+002°)
4.88618610477901e+005	(7.96890788351260e+001dB,-1.75045163947560e+002°)
5.00000000000000e+005	(7.96935889219314e+001dB,-1.75169963414632e+002°)
